Order ID,Product Name,Quantity,Reason
gid://shopify/Order/5350889226373,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5350937624709,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5350938280069,Bag Fee Imposed by NYS/NYC,1,Invalid barcode
gid://shopify/Order/5350942277765,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351015088261,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351084425349,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351086293125,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351102939269,Fagioli: The Bean Cuisine of Italy,1,Invalid barcode
gid://shopify/Order/5351118536837,The Irish Bakery,1,Invalid barcode
gid://shopify/Order/5351162183813,Bag Fee Imposed by NYS/NYC,1,Invalid barcode
gid://shopify/Order/5351219593349,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351220871301,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351228178565,Bag Fee Imposed by NYS/NYC,1,Invalid barcode
gid://shopify/Order/5351256260741,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351280476293,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351293190277,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351465320581,Cookbook Club Chef's Kitchen: Burns Night Cook-Along (a daytime class),1,Invalid barcode
gid://shopify/Order/5351485538437,Cookbook Club: The Scottish Kitchen,1,Invalid barcode
gid://shopify/Order/5351485538437,Cookbook Club Chef's Kitchen: Burns Night Cook-Along (a daytime class),1,Invalid barcode
gid://shopify/Order/5351526432901,Cookbook Club Chef's Kitchen: Burns Night Cook-Along (a daytime class),1,Invalid barcode
gid://shopify/Order/5351527317637,Cookbook Club Chef's Kitchen: Burns Night Cook-Along (a daytime class),1,Invalid barcode
gid://shopify/Order/5351703806085,Cookbook Club Chef's Kitchen: Burns Night Cook-Along (a daytime class),1,Invalid barcode
gid://shopify/Order/5351740670085,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351754367109,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351754891397,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351802568837,Burnt Ends,1,Invalid barcode
gid://shopify/Order/5351863582853,Cookbook Club Chef's Kitchen: Burns Night Cook-Along (a daytime class),1,Invalid barcode
gid://shopify/Order/5351905099909,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351948746885,The Dry Aging Bible,1,Invalid barcode
gid://shopify/Order/5351948746885,Professional Caterer Series 3/croustades - Quenelles - Soufles - Beignets - Indi,1,Invalid barcode
gid://shopify/Order/5351968211077,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351975714949,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5351997079685,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5352010514565,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5352031256709,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5352036237445,Kitchen Arts & Letters Gift Card - $50.00,1,Invalid barcode
gid://shopify/Order/5352039514245,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",2,Invalid barcode
gid://shopify/Order/5352070185093,Postcard<<<<<<<<<<<<<<<<<,3,Invalid barcode
gid://shopify/Order/5352111145093,"Squelch: A Memoir of Food, Love, and Uncertainty",1,Invalid barcode
gid://shopify/Order/5352113438853,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5352132116613,Child Life Cookbook,1,Invalid barcode
gid://shopify/Order/5352177631365,Midweek Recipes: Simple Cooking from an Edinburgh Studio,1,Invalid barcode
gid://shopify/Order/5352177631365,Bag Fee Imposed by NYS/NYC,1,Invalid barcode
gid://shopify/Order/5352195096709,The Irish Bakery,1,Invalid barcode
gid://shopify/Order/5352195096709,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5352234877061,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5352255881349,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5352270823557,"East Village Cookbook: Adventures, Anecdotes, and Tales of a Downtown New York Community Told Through Our Food",1,Invalid barcode
gid://shopify/Order/5352270823557,"Digest Magazine: Volume 4, Issue 2",1,Invalid barcode
gid://shopify/Order/5352270823557,"Digest Magazine: Volume 4, Issue 4",1,Invalid barcode
