Order ID,Product Name,Barcode/ISBN,Quantity,Reason
gid://shopify/Order/5550868365445,OP: Diners: People and Places,N/A,1,No barcode
gid://shopify/Order/5550880784517,On Meat: Modern Recipes for the Home Kitchen,9781837290864,1,Preorder Collection
gid://shopify/Order/5551181889669,Weekend Recipes,9781068691119,1,Preorder Collection
gid://shopify/Order/5551185920133,"Linger: Salads, Sweets, and Stories to Savor",9780593804193,1,Preorder Collection
gid://shopify/Order/5551299788933,Saveur Magazine—Fall/Winter 2024,N/A,1,No barcode
gid://shopify/Order/5551299788933,Card 4.95,card495,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5551299788933,Busy Ideas for Bored Kids Kitchen Edition,0810073343054,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5551316631685,Weekend Recipes,9781068691119,1,Preorder Collection
gid://shopify/Order/5551318663301,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5551319449733,OP: Dining on the France,N/A,1,No variant information
gid://shopify/Order/5551324463237,OP: The Real Taste of Jamaica,N/A,1,No variant information
gid://shopify/Order/5551324463237,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5551368929413,OP: The Russian Tea Room Cookbook (signed),N/A,1,No barcode
gid://shopify/Order/5551369420933,OP: The Cafe des Artistes Cookbook,N/A,1,No barcode
gid://shopify/Order/5551370862725,OP: The Four Seasons,N/A,1,No barcode
gid://shopify/Order/5551371321477,OP: The Epicurean,N/A,1,No barcode
gid://shopify/Order/5551376728197,OP: The '21' Cookbook,N/A,1,No barcode
gid://shopify/Order/5551381938309,OP: The Lutece Cookbook (first printing),N/A,1,No barcode
gid://shopify/Order/5551381938309,OP: The Russian Tea Room Cookbook (unsigned),N/A,1,No barcode
gid://shopify/Order/5551384854661,Lexicon of the Four Horsemen,N/A,1,No barcode
gid://shopify/Order/5551391080581,OP: The Russian Tea Room Cookbook (unsigned),N/A,1,No barcode
gid://shopify/Order/5551394685061,OP: The Lutece Cookbook (signed),N/A,1,No barcode
gid://shopify/Order/5551409528965,Vittles Issue 1 (spring 2025),VIT1,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5551493415045,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5551542337669,OP: America's Icemen,N/A,1,No barcode
gid://shopify/Order/5551553740933,OP: The 21 Cookbook,N/A,1,No variant information
gid://shopify/Order/5551599353989,Weekend Recipes,9781068691119,1,Preorder Collection
gid://shopify/Order/5551604105349,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5551608692869,"Linger: Salads, Sweets, and Stories to Savor",9780593804193,1,Preorder Collection
gid://shopify/Order/5551612264581,Weekend Recipes,9781068691119,1,Preorder Collection
gid://shopify/Order/5551685501061,"Korean Temple Cooking: Lessons on Life and Buddhism, with Recipes",9781964786186,1,Preorder Collection
gid://shopify/Order/5551685501061,Good Things: Recipes and Rituals to Share with People You Love,9781984857781,1,Preorder Collection
gid://shopify/Order/5551686254725,Weekend Recipes,9781068691119,1,Preorder Collection
gid://shopify/Order/5551863431301,Septime (English),9781838662202,1,Publication date passed but still in Preorder collection (no inventory)
gid://shopify/Order/5552438345861,OP: Dining on the France,N/A,1,No variant information
gid://shopify/Order/5552474980485,Bag Fee Imposed by NYS/NYC,BAG,2,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552503718021,Saveur Spring/Summer 2025,N/A,1,No barcode
gid://shopify/Order/5552503718021,Magazine F: Fish Issue 27,Mag F 27,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552552607877,OP: Vintage Magazine Ad (D),AD D,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552552607877,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552590094469,Bag Fee Imposed by NYS/NYC,BAG,2,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552593961093,So Good #34: The Magazine of Haute Pâtisserie,SO GO 34,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552621355141,Tacos Magazine No 1: Amor,N/A,1,No barcode
gid://shopify/Order/5552646127749,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552711401605,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552729555077,"Linger: Salads, Sweets, and Stories to Savor",9780593804193,1,Preorder Collection
gid://shopify/Order/5552751378565,Bag Fee Imposed by NYS/NYC,BAG,2,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552760946821,Art Culinaire #153,7444083704,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5552863510661,A School Lunch Revolution: A Cookbook,9780525561569,1,Preorder Collection
gid://shopify/Order/5552863510661,Weekend Recipes,9781068691119,1,Preorder Collection
gid://shopify/Order/5553325080709,Weekend Recipes,9781068691119,1,Preorder Collection
gid://shopify/Order/5553350312069,Weekend Recipes,9781068691119,1,Preorder Collection
gid://shopify/Order/5553482727557,Kitchen Arts & Letters Gift Card - $250.00,N/A,1,No barcode
gid://shopify/Order/5553532665989,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553600856197,Emily Dickinson: Profile of the Poet as Cook With Selected Recipes,09788989118342,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553672945797,Kitchen Arts & Letters Gift Card - $50.00,N/A,1,No barcode
gid://shopify/Order/5553749819525,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553768136837,Art Culinaire #153,7444083704,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553826922629,The Joy of Cooking Facimile of first edition,N/A,1,No variant information
gid://shopify/Order/5553826922629,OP: Vintage Magazine Ad (C),AD C,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553861984389,Card 4.95,card495,2,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553867554949,Japanese Culinary Academy 5-Volume Set,JCA5VOL,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553881940101,Eaten #3: The Food History Magazine,EATEN 3,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553881940101,Eaten #12: The Food History Magazine,9772575651000,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553881940101,Eaten #20: The Food History Magazine,9772575651000,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553881940101,Eaten #23: The Food History Magazine,9772575651000,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553881940101,OP: Dining at the Pavillon,N/A,1,No barcode
gid://shopify/Order/5553881940101,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553920376965,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553932861573,Bag: Kitchen Arts & Letters Re-usable Bag,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5553934663813,The Big Book of Baking & Viennoiserie,9782379451010,1,Preorder Collection
gid://shopify/Order/5553952456837,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554053382277,Burnt Ends,BRNTNDS,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554066948229,Art Culinaire #150,AC150,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554066948229,Art Culinaire #153,7444083704,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554110693509,Check Please,Guest Check #1,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554142609541,Septime (English),9781838662202,1,Publication date passed but still in Preorder collection (no inventory)
gid://shopify/Order/5554719916165,OP: Eat and Be Satisfied,N/A,1,No variant information
gid://shopify/Order/5554772639877,Weekend Recipes,9781068691119,1,Preorder Collection
gid://shopify/Order/5554778833029,Bag Fee Imposed by NYS/NYC,BAG,2,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554834473093,The Irish Kitchen,9781036920685,1,Preorder Collection
gid://shopify/Order/5554870780037,Bag Fee Imposed by NYS/NYC,BAG,2,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554870780037,Busy Ideas for Bored Kids Kitchen Edition,0810073343054,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554880839813,OP: When You Lunch With the Emperor,N/A,1,No variant information
gid://shopify/Order/5554904858757,Card 4.95,card495,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554934939781,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5554960007301,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5555002146949,Kitchen Arts & Letters Gift Card - $100.00,N/A,1,No barcode
gid://shopify/Order/5555032424581,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5555034194053,OP: Dim Sum & Chinese One-Dish Meals,N/A,1,No variant information
gid://shopify/Order/5555061096581,Card 4.95,card495,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5555093536901,Magazine F: Yogurt Issue 24,Mag F 24,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5555093536901,Magazine F: Berry Issue 10,MAG F 10,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5555093536901,Las Chinampas de la Cuenca de Mexico/The Chinampas of the Basin of Mexico: Rosetta Cuadernos/Notebooks 5,N/A,1,No barcode
gid://shopify/Order/5555093536901,Notebooks: Our Maize (No. 8),N/A,1,No barcode
gid://shopify/Order/5555118538885,Vittles Issue 1 (spring 2025),VIT1,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5555131187333,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5555158777989,Nez #18: The Color of Scents,NEZ18,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5555171983493,Midweek Recipes: Simple Cooking from an Edinburgh Studio,N/A,1,No barcode
